is_highlight,gallery_number,title,department,object_type,culture,artist,medium,tags
False,759,Lake George,The American Wing,Painting,American,John William Casilear,Oil on canvas,Landscapes|Lakes|Mountains
True,772,"Central Park, Winter",The American Wing,Painting,American,William James Glackens,Oil on canvas,Parks|Children|Sledging|Winter|Snow
False,772,The Old Duchess,The American Wing,Painting,American,George Luks,Oil on canvas,Portraits|Women
False,768,Celia's Arbor,The American Wing,Painting,American,Lilian Westcott Hale,Oil on canvas,Parasols|Women
True,772,Dutch Girl in White,The American Wing,Painting,American,Robert Henri,Oil on canvas,Girls|Portraits
False,772,Harlem River,The American Wing,Painting,American,Ernest Lawson,Oil on canvas,Bridges|Rivers
False,772,Spanish Music Hall,The American Wing,Painting,American,Everett Shinn,Oil on canvas board,Performance|Dancers|Men|Women|Dancing
True,751,"The Monongahela River Valley, Pennsylvania",The American Wing,Painting,American,John Kane,Oil on canvas,Factories|Rivers|Landscapes|Ships|Trains
False,770,"Low Tide, Riverside Yacht Club",The American Wing,Painting,American,Theodore Robinson,Oil on canvas,Landscapes|Rivers|Boats
False,717,Reynold Keen,The American Wing,Painting,American,Matthew Pratt,Oil on Canvas,Portraits|Men|Profiles
False,717,Christiana Stille Keen,The American Wing,Painting,American,Matthew Pratt,Oil on canvas,Profiles|Women|Flowers
True,763,Story of Golden Locks,The American Wing,Painting,American,Seymour Joseph Guy,Oil on canvas,Bedrooms|Boys|Girls|Reading
True,747,Portrait of William Duguid,The American Wing,Painting,American,Prince Demah Barnes,Oil on canvas,Books|Men|Portraits
False,759,"Sketch for View from Mount Holyoke, Northampton, Massachusetts, after a Thunderstorm (The Oxbow)",The American Wing,Painting,American,Thomas Cole,Oil and pencil on composition board,Rivers|Landscapes
True,751,The Thomas Hunt and the America,The American Wing,Painting,American,James Bard,Oil on canvas,Ships|Boats|Flags
True,758,Preparing for Christmas (Plucking Turkeys),The American Wing,Painting,American,Francis William Edmonds,Oil on canvas,Men|Turkeys|Genre Scene
False,758,Moving Day (in Little Old New York),The American Wing,Painting,American,Unknown Artist,Oil on wood panel,New York City|Buildings|Cities|Streets|Crowd|Carriages
False,758,The Five Points,The American Wing,Painting,American,Unknown Artist,Oil on wood panel,Buildings|Cities|Streets|Men|Women|Crowd
True,758,Young Husband: First Marketing,The American Wing,Painting,American,Lilly Martin Spencer,Oil on canvas,Food|Vegetables|Umbrellas|Men
False,751,Henry L. Clark and John W. Clark,The American Wing,Painting,American,William Jennys,Oil on canvas,
False,759,Clouds,The American Wing,Painting,American,Thomas Cole,Oil on paper laid down on canvas,Landscapes|Clouds
False,624,Saint Alexander,European Paintings,Painting,,Fra Angelico (Guido di Pietro),"Tempera on wood, gold ground",Bishops|Croziers|Miter
False,603,Christ Crowned with Thorns,European Paintings,Painting,,Antonello da Messina (Antonello di Giovanni d'Antonio),"Oil, possibly over tempera, on wood",Christ
False,602,Portrait of a Young Man,European Paintings,Painting,,Antonello da Messina (Antonello di Giovanni d'Antonio),Oil on wood,Men|Portraits
True,626,Saint John on Patmos,European Paintings,Painting,,Hans Baldung (called Hans Baldung Grien),"Oil, gold, and white metal on spruce",Eagles|Madonna and Child|Saint John the Evangelist|Saints|Writing
False,606,Madonna and Child with the Young Saint John the Baptist,European Paintings,Painting,,Fra Bartolomeo (Bartolomeo di Paolo del Fattorino),Oil and gold on wood,Madonna and Child|Saint John the Baptist
False,620,Portrait of a Young Man,European Paintings,Painting,,Pompeo Batoni,Oil on canvas,Books|Men|Portraits|Dogs
False,810,Porte de la Reine at Aigues-Mortes,European Paintings,Painting,,Jean-Frédéric Bazille,Oil on canvas,Gates|Horses
False,603,Madonna Adoring the Sleeping Child,European Paintings,Painting,,Giovanni Bellini,Tempera on wood,Madonna and Child|Sleeping
True,603,Madonna and Child,European Paintings,Painting,,Giovanni Bellini,Oil on wood,Infants|Women|Madonna|Madonna and Child|Jesus
False,620,Pirna: The Obertor from the South,European Paintings,Painting,,Bernardo Bellotto,Oil on canvas,Buildings|Villages
False,620,Vaprio d'Adda,European Paintings,Painting,,Bernardo Bellotto,Oil on canvas,Rivers|Boats|Towns
False,614,"Madame Philippe Panon Desbassayns de Richemont (Jeanne Eglé Mourgue, 1778–1855) and Her Son, Eugène (1800–1859)",European Paintings,Painting,,Marie Guillelmine Benoist,Oil on canvas,Boys|Portraits|Women
False,624,Madonna and Child,European Paintings,Painting,,Berlinghiero,"Tempera on wood, gold ground",Madonna and Child
False,604,Scenes from the Story of the Argonauts,European Paintings,Painting,,Biagio d'Antonio,"Tempera on wood, gilt ornaments",Horse Riding|Argonauts|Jason|Orpheus|Men|Women|Dogs|Ships
False,604,The Story of Joseph,European Paintings,Painting,,Biagio d'Antonio,Tempera on wood,Men|Women|Horse Riding|Camels|Dogs
True,812,The Horse Fair,European Paintings,Painting,,Rosa Bonheur,Oil on canvas,Men|Horse Riding|Horses|Paris
False,808,Roadside Halt,European Paintings,Painting,,Richard Parkes Bonington,Oil on canvas,Horse Riding|Landscapes
False,804,An Egyptian Peasant Woman and Her Child,European Paintings,Painting,,Léon Bonnat,Oil on canvas,Children|Women|Orientalist
False,626,Portrait of a Man in Armor with Two Pages,European Paintings,Painting,,Paris Bordon,Oil on canvas,Armor|Boys|Men|Portraits
False,625,Christ's Descent into Hell,European Paintings,Painting,,Hieronymus Bosch,Oil on wood,Hell|Owls|Fire|Christ
False,606,Three Miracles of Saint Zenobius,European Paintings,Painting,,Botticelli (Alessandro di Mariano Filipepi),Tempera on wood,Men|Horses|Saint Zenobius
False,605,The Interrupted Sleep,European Paintings,Painting,,François Boucher,Oil on canvas,Men|Women|Dogs|Sheep|Sleeping
False,605,The Dispatch of the Messenger,European Paintings,Painting,,François Boucher,Oil on canvas,Doves|Men|Dogs|Sheep|Shepherds
False,605,Virgin and Child with the Young Saint John the Baptist and Angels,European Paintings,Painting,,François Boucher,Oil on canvas,Madonna and Child|Saint John the Baptist|Angels
False,827,Young Mother Gazing at Her Child,European Paintings,Painting,,William Bouguereau,Oil on canvas,Children|Mothers|Women
False,827,Breton Brother and Sister,European Paintings,Painting,,William Bouguereau,Oil on canvas,Boys|Girls|Portraits
False,621,The Baptism of Christ,European Paintings,Painting,,Sébastien Bourdon,Oil on canvas,Baptism of Christ|Angels|Saint John the Baptist
False,606,Head of Saint John the Baptist on a Charger,European Paintings,Painting,,Aelbert Bouts,Oil on poplar,Heads|Saint John the Baptist
False,802,The Weeders,European Paintings,Painting,,Jules Breton,Oil on canvas,Women|Farms|Working
True,608,Portrait of a Young Man,European Paintings,Painting,,Bronzino (Agnolo di Cosimo di Mariano),Oil on wood,Men|Portraits
False,627,The Smokers,European Paintings,Painting,,Adriaen Brouwer,Oil on wood,Men|Smoking|Tankards
True,625,The Harvesters,European Paintings,Painting,,Pieter Bruegel the Elder,Oil on wood,Food|Men|Women|Landscapes|Working|Eating
False,625,A Woodland Road with Travelers,European Paintings,Painting,,Jan Brueghel the Elder,Oil on wood,Roads|Dogs|Forests|Wagons|Human Figures
True,626,The Crucifixion with the Virgin and Saint John,European Paintings,Painting,,Hendrick ter Brugghen,Oil on canvas,Skulls|Saint John the Evangelist|Crucifixion|Christ|Virgin Mary
False,606,Adam; Eve,European Paintings,Painting,,Giuliano di Piero di Simone Bugiardini,Oil on canvas,Eve|Snakes|Adam
False,811,The Birth of Venus,European Paintings,Painting,,Alexandre Cabanel,Oil on canvas,Venus|Female Nudes|Putti|Seas
False,602,Man in Prayer,European Paintings,Painting,,Robert Campin,Oil on wood,Men|Portraits
False,602,Virgin and Child in an Apse,European Paintings,Painting,,Robert Campin,"Oil on canvas, transferred from wood",Harps|Madonna and Child|Interiors|Jesus|Nursing|Angels
True,620,Piazza San Marco,European Paintings,Painting,,Canaletto (Giovanni Antonio Canal),Oil on canvas,Towers|Cities|Venice
False,624,The Birth of the Virgin,European Paintings,Painting,,Fra Carnevale (Bartolomeo di Giovanni Corradini),Tempera and oil on wood,Women|Infants|Men|Saint Anne|Virgin Mary
True,602,The Meditation on the Passion,European Paintings,Painting,,Vittore Carpaccio,Oil and tempera on wood,Skulls|Men|Saint Jerome|Job|Christ
True,601,The Coronation of the Virgin,European Paintings,Painting,,Annibale Carracci,Oil on canvas,Musical Instruments|Doves|Gods|Virgin Mary
False,608,The Adoration of the Shepherds,European Paintings,Painting,,Catena (Vincenzo di Biagio),Oil on canvas,Men|Dogs|Jesus|Joseph|Adoration of the Shepherds|Virgin Mary
False,624,Saint Catherine Disputing and Two Donors,European Paintings,Painting,,Cenni di Francesco di Ser Cenni,"Tempera on wood, gold ground",Men|Women|Saint Catherine
False,826,Apples,European Paintings,Painting,,Paul Cézanne,Oil on canvas,Apples|Still Life
False,826,Bathers,European Paintings,Painting,,Paul Cézanne,Oil on canvas,Female Nudes|Bathing
True,826,The Card Players,European Paintings,Painting,,Paul Cézanne,Oil on canvas,Men|Playing Cards|Smoking|Games|Pipes
False,823,"Antoine Dominique Sauveur Aubert (born 1817), the Artist's Uncle, as a Monk",European Paintings,Painting,,Paul Cézanne,Oil on canvas,Men|Portraits|Cross|Monks
False,826,"Antoine Dominique Sauveur Aubert (born 1817), the Artist's Uncle",European Paintings,Painting,,Paul Cézanne,Oil on canvas,Men|Portraits
False,826,The Gulf of Marseilles Seen from L'Estaque,European Paintings,Painting,,Paul Cézanne,Oil on canvas,Towns|Seas
False,826,Gustave Boyer (b. 1840) in a Straw Hat,European Paintings,Painting,,Paul Cézanne,"Oil on paper, laid down on canvas",Men|Portraits
False,823,The House with the Cracked Walls,European Paintings,Painting,,Paul Cézanne,Oil on canvas,Houses|Landscapes
False,826,"Madame Cézanne (Hortense Fiquet, 1850–1922) in the Conservatory",European Paintings,Painting,,Paul Cézanne,Oil on canvas,Portraits|Women
True,826,"Madame Cézanne (Hortense Fiquet, 1850–1922) in a Red Dress",European Paintings,Painting,,Paul Cézanne,Oil on canvas,Portraits|Women
False,826,Mont Sainte-Victoire and the Viaduct of the Arc River Valley,European Paintings,Painting,,Paul Cézanne,Oil on canvas,Bridges|Mountains|Landscapes
False,823,Mont Sainte-Victoire,European Paintings,Painting,,Paul Cézanne,Oil on canvas,Mountains|Landscapes
False,826,The Pool at Jas de Bouffan,European Paintings,Painting,,Paul Cézanne,Oil on canvas,Gardens|Landscapes
False,826,Still Life with a Ginger Jar and Eggplants,European Paintings,Painting,,Paul Cézanne,Oil on canvas,Fruit|Eggplants|Still Life
True,826,Still Life with Apples and a Pot of Primroses,European Paintings,Painting,,Paul Cézanne,Oil on canvas,Apples|Flowers|Still Life
False,826,"Still Life with Jar, Cup, and Apples",European Paintings,Painting,,Paul Cézanne,Oil on canvas,Apples|Still Life|Cups|Jars
False,826,View of the Domaine Saint-Joseph,European Paintings,Painting,,Paul Cézanne,Oil on canvas,Mountains|Landscapes
False,617,Jean-Baptiste Colbert (1619–1683),European Paintings,Painting,,Philippe de Champaigne,Oil on canvas,Men|Portraits
False,605,The Silver Tureen,European Paintings,Painting,,Jean Siméon Chardin,Oil on canvas,Fruit|Cats|Birds|Apples|Rabbits|Still Life
False,620,Bathsheba at Her Bath,European Paintings,Painting,,Giuseppe Bartolomeo Chiari,Oil on canvas,Women|Bathsheba|Bathing
True,602,Portrait of a Carthusian,European Paintings,Painting,,Petrus Christus,Oil on wood,Men|Portraits|Monks
False,602,Head of Christ,European Paintings,Painting,,Petrus Christus,"Oil on parchment, laid down on wood",Christ
False,602,The Annunciation,European Paintings,Painting,,Petrus Christus,Oil on wood,Annunciation|Doves|Lilies|Virgin Mary|Archangel Gabriel
False,603,Madonna and Child with Saints Francis and Clare,European Paintings,Painting,,Cima da Conegliano (Giovanni Battista Cima),Oil on wood,Madonna and Child|Saint Francis|Saints
False,618,Pastoral Landscape: The Roman Campagna,European Paintings,Painting,,Claude Lorrain (Claude Gellée),Oil on canvas,Cows|Rivers|Landscapes|Rome
True,618,The Trojan Women Setting Fire to Their Fleet,European Paintings,Painting,,Claude Lorrain (Claude Gellée),Oil on canvas,Women|Ships
False,618,View of La Crescenza,European Paintings,Painting,,Claude Lorrain (Claude Gellée),Oil on canvas,Landscapes
False,626,Guillaume Budé (1467–1540),European Paintings,Painting,,Jean Clouet,Oil on wood,Men|Portraits
False,808,"Mrs. James Pulham Sr. (Frances Amys, ca. 1766–1856)",European Paintings,Painting,,John Constable,Oil on canvas,Portraits|Women
False,808,Salisbury Cathedral from the Bishop's Grounds,European Paintings,Painting,,John Constable,Oil on canvas,Cathedrals|Cows|Trees
False,808,Stoke-by-Nayland,European Paintings,Painting,,John Constable,Oil on canvas,Landscapes
False,626,Portrait of a Man with Gloves,European Paintings,Painting,,Corneille de Lyon,Oil on wood,Men|Portraits
False,626,"Anne de Pisseleu (1508–1576), Duchesse d'Étampes",European Paintings,Painting,,Corneille de Lyon,Oil on wood,Portraits|Women
False,626,Portrait of a Bearded Man in Black,European Paintings,Painting,,Corneille de Lyon,Oil on wood,Men|Portraits
False,626,Portrait of a Man with a Black-Plumed Hat,European Paintings,Painting,,Corneille de Lyon,Oil on wood,Men|Portraits
False,803,Toussaint Lemaistre (1807/8–1888),European Paintings,Painting,,Camille Corot,Oil on canvas,Men|Portraits
True,803,Hagar in the Wilderness,European Paintings,Painting,,Camille Corot,Oil on canvas,Children|Women|Landscapes
False,803,Bacchante by the Sea,European Paintings,Painting,,Camille Corot,Oil on wood,Bacchantes|Female Nudes
False,803,The Gypsies,European Paintings,Painting,,Camille Corot,Oil on canvas,Forests|Landscapes
False,803,Bacchante in a Landscape,European Paintings,Painting,,Camille Corot,Oil on canvas,Female Nudes|Landscapes
False,803,Boatman among the Reeds,European Paintings,Painting,,Camille Corot,Oil on canvas,Landscapes|Boats
False,803,"The Burning of Sodom (formerly ""The Destruction of Sodom"")",European Paintings,Painting,,Camille Corot,Oil on canvas,Men|Women|Fire
False,803,Honfleur: Calvary,European Paintings,Painting,,Camille Corot,Oil on wood,Landscapes|Cross|Human Figures|Christ
False,803,A Lane through the Trees,European Paintings,Painting,,Camille Corot,Oil on canvas,Forests
False,803,The Letter,European Paintings,Painting,,Camille Corot,Oil on wood,Women
False,803,The Muse: History,European Paintings,Painting,,Camille Corot,Oil on canvas,Muses|Women
False,803,Portrait of a Child,European Paintings,Painting,,Camille Corot,Oil on wood,Boys|Portraits
False,803,Reverie,European Paintings,Painting,,Camille Corot,Oil on wood,Contemplation|Women
True,803,Sibylle,European Paintings,Painting,,Camille Corot,Oil on canvas,Women
False,803,"Study for ""The Destruction of Sodom""",European Paintings,Painting,,Camille Corot,Oil on canvas,Landscapes|Human Figures
False,803,View of Lormes,European Paintings,Painting,,Camille Corot,Oil on canvas,Villages|Landscapes
False,803,A Village Street: Dardagny,European Paintings,Painting,,Camille Corot,Oil on canvas,Houses|Streets|Villages|Women
False,803,Ville-d'Avray,European Paintings,Painting,,Camille Corot,Oil on canvas,Women|Forests
False,803,The Banks of the Seine at Conflans,European Paintings,Painting,,Camille Corot,Oil on canvas,Men|Rivers|Forests
False,803,A Woman Gathering Faggots at Ville-d'Avray,European Paintings,Painting,,Camille Corot,Oil on canvas,Women|Forests|Working
False,803,A Woman Reading,European Paintings,Painting,,Camille Corot,Oil on canvas,Women|Reading|Books
False,608,"Saints Peter, Martha, Mary Magdalen, and Leonard",European Paintings,Painting,,Correggio (Antonio Allegri),Oil on canvas,Mary Magdalene|Saint Leonard|Saint Peter|Saints|Dragons
False,615,"Marianne Dorothy Harland (1759–1785), Later Mrs. William Dalrymple",European Paintings,Painting,,Richard Cosway,Oil on canvas,Portraits|Women|Harps|Musicians
False,827,The Storm,European Paintings,Painting,,Pierre-Auguste Cot,Oil on canvas,Men|Women
False,809,"Madame Frederic Breyer (Fanny Hélène Van Bruyssel, 1830–1894)",European Paintings,Painting,,Gustave Courbet,Oil on canvas,Portraits|Women
True,811,Woman with a Parrot,European Paintings,Painting,,Gustave Courbet,Oil on canvas,Female Nudes|Parrots
False,811,The Woman in the Waves,European Paintings,Painting,,Gustave Courbet,Oil on canvas,Female Nudes
False,812,The Calm Sea,European Paintings,Painting,,Gustave Courbet,Oil on canvas,Seascapes|Clouds|Boats
False,811,After the Hunt,European Paintings,Painting,,Gustave Courbet,Oil on canvas,Men|Birds|Hunting|Dogs|Foxes|Rabbits
False,809,Alphonse Promayet (1822–1872),European Paintings,Painting,,Gustave Courbet,Oil on canvas,Men|Portraits|Violins|Musicians
False,811,The Deer,European Paintings,Painting,,Gustave Courbet,Oil on canvas,Deer|Landscapes|Winter|Snow
False,811,Hunting Dogs with Dead Hare,European Paintings,Painting,,Gustave Courbet,Oil on canvas,Dogs|Hunting|Rabbits|Forests|Trees
False,809,Louis Gueymard (1822–1880) as Robert le Diable,European Paintings,Painting,,Gustave Courbet,Oil on canvas,Men|Portraits|Actors
False,809,"Madame Auguste Cuoq (Mathilde Desportes, 1827–1910)",European Paintings,Painting,,Gustave Courbet,Oil on canvas,Portraits|Women
False,809,Monsieur Suisse,European Paintings,Painting,,Gustave Courbet,Oil on canvas,Men|Portraits
False,811,Nude with Flowering Branch,European Paintings,Painting,,Gustave Courbet,Oil on canvas,Female Nudes
False,809,Portrait of a Man,European Paintings,Painting,,Gustave Courbet,Oil on canvas,Men|Portraits
False,812,The Sea,European Paintings,Painting,,Gustave Courbet,Oil on canvas,Sky|Seascapes|Clouds
False,811,The Source,European Paintings,Painting,,Gustave Courbet,Oil on canvas,Female Nudes
False,812,The Source of the Loue,European Paintings,Painting,,Gustave Courbet,Oil on canvas,Rivers
False,809,Woman in a Riding Habit (L'Amazone),European Paintings,Painting,,Gustave Courbet,Oil on canvas,Portraits|Women
False,626,Lukas Spielhausen,European Paintings,Painting,,Lucas Cranach the Elder,Oil and gold on beech,Men|Portraits
False,626,Judith with the Head of Holofernes,European Paintings,Painting,,Lucas Cranach the Elder,Oil on linden,Heads|Holofernes|Judith|Swords|Women
False,626,The Martyrdom of Saint Barbara,European Paintings,Painting,,Lucas Cranach the Elder,Oil on linden,Soldiers|Men|Saints|Coat of Arms|Armor|Swords
False,626,Portrait of a Man with a Rosary,European Paintings,Painting,,Lucas Cranach the Elder,Oil on oak,Men|Portraits|Rosaries
False,626,Samson and Delilah,European Paintings,Painting,,Lucas Cranach the Elder,Oil on beech,Soldiers|Women|Samson|Delilah
False,624,Pietà,European Paintings,Painting,,Carlo Crivelli,"Tempera on wood, gold ground",Sadness|Women|Mary Magdalene|Christ|Virgin Mary
False,624,Christ Enthroned with Saints,European Paintings,Painting,,Bernardo Daddi,"Tempera on wood, gold ground",Men|Women|Saints|Christ
False,827,The Pardon in Brittany,European Paintings,Painting,,Pascal-Adolphe-Jean Dagnan-Bouveret,Oil on canvas,Men|Women|Candles
False,812,Boats on the Seacoast at Étaples,European Paintings,Painting,,Charles-François Daubigny,Oil on wood,Seascapes|Boats
False,812,Apple Blossoms,European Paintings,Painting,,Charles-François Daubigny,Oil on canvas,Apples|Landscapes
False,812,The Hamlet of Optevoz,European Paintings,Painting,,Charles-François Daubigny,Oil on canvas,Towns|Evening|Cows
False,802,The Drinkers,European Paintings,Painting,,Honoré Daumier,Oil on wood,Men|Drinking
False,603,The Crucifixion,European Paintings,Painting,,Gerard David,Oil on wood,Mary Magdalene|Saint Jerome|Saint John the Evangelist|Crucifixion|Christ|Virgin Mary
False,603,The Nativity with Donors and Saints Jerome and Leonard,European Paintings,Painting,,Gerard David,"Oil on canvas, transferred from wood",Saint Jerome|Saint Leonard|Nativity|Cows|Donkeys|Lions|Angels|Virgin Mary
False,603,The Nativity,European Paintings,Painting,,Gerard David,Oil on wood,Animals|Men|Nativity|Angels|Christ|Virgin Mary
False,603,Virgin and Child with Four Angels,European Paintings,Painting,,Gerard David,Oil on wood,Musical Instruments|Harps|Madonna and Child|Angels
False,603,The Adoration of the Magi,European Paintings,Painting,,Gerard David,Oil on wood,Men|Jesus|Adoration of the Magi|Dogs|Joseph|Virgin Mary
True,692,The Death of Socrates,European Paintings,Painting,,Jacques Louis David,Oil on canvas,Socrates|Sadness|Men
True,614,"Antoine Laurent Lavoisier (1743–1794) and Marie Anne Lavoisier (Marie Anne Pierrette Paulze, 1758–1836)",European Paintings,Painting,,Jacques Louis David,Oil on canvas,Couples|Men|Portraits|Women|Scientists|Chemistry
False,614,General Étienne-Maurice Gérard (1773–1852),European Paintings,Painting,,Jacques Louis David,Oil on canvas,Men|Portraits|Generals
False,802,The Experts,European Paintings,Painting,,Alexandre-Gabriel Decamps,Oil on canvas,Painting|Satire|Monkeys
False,804,The Good Samaritan,European Paintings,Painting,,Alexandre-Gabriel Decamps,Oil on canvas,Men|Women|Horses|Towns
False,815,The Old Italian Woman,European Paintings,Painting,,Edgar Degas,Oil on canvas,Portraits|Women
True,810,A Woman Seated beside a Vase of Flowers (Madame Paul Valpinçon?),European Paintings,Painting,,Edgar Degas,"Oil on canvas
",Women|Flowers|Pitchers
False,815,The Collector of Prints,European Paintings,Painting,,Edgar Degas,Oil on canvas,Men|Portraits
False,815,"The Ballet from ""Robert le Diable""",European Paintings,Painting,,Edgar Degas,Oil on canvas,Performance|Men|Dancing|Ballet
False,815,Dancers in the Rehearsal Room with a Double Bass,European Paintings,Painting,,Edgar Degas,Oil on canvas,Women|Dancers|Musical Instruments
False,815,Dancers Practicing at the Barre,European Paintings,Painting,,Edgar Degas,Mixed media on canvas,Dancing|Dancers|Women|Ballet
False,815,The Dancing Class,European Paintings,Painting,,Edgar Degas,Oil on wood,Men|Women|Dancing|Mirrors|Dancers|Musicians|Ballet
False,810,James-Jacques-Joseph Tissot (1836–1902),European Paintings,Painting,,Edgar Degas,Oil on canvas,Men|Portraits|Artists
False,815,"Madame Théodore Gobillard (Yves Morisot, 1838–1893)",European Paintings,Painting,,Edgar Degas,Oil on canvas,Women|Interiors|Portraits
False,815,Marie Dihau (1843–1935),European Paintings,Painting,,Edgar Degas,Oil on canvas,Profiles|Women|Purses|Portraits
False,810,Portrait of a Woman in Gray,European Paintings,Painting,,Edgar Degas,Oil on canvas,Portraits|Women
False,815,Portrait of a Young Woman,European Paintings,Painting,,Edgar Degas,Oil on canvas,Portraits|Women
False,815,Sulking,European Paintings,Painting,,Edgar Degas,Oil on canvas,Men|Women|Reading|Interiors
False,815,A Woman Ironing,European Paintings,Painting,,Edgar Degas,Oil on canvas,Women|Working|Irons
False,801,Basket of Flowers,European Paintings,Painting,,Eugène Delacroix,Oil on canvas,Still Life|Flowers
False,801,Christ Asleep during the Tempest,European Paintings,Painting,,Eugène Delacroix,Oil on canvas,Men|Boats|Christ|Sleeping
False,801,Hamlet and His Mother,European Paintings,Painting,,Eugène Delacroix,Oil on canvas,Literature|Men|Women|Shakespeare
False,801,"Madame Henri François Riesener (Félicité Longrois, 1786–1847)",European Paintings,Painting,,Eugène Delacroix,Oil on canvas,Portraits|Women
False,801,The Natchez,European Paintings,Painting,,Eugène Delacroix,Oil on canvas,Infants|Fathers|Mothers|Family
False,601,Landscape with Moses and the Burning Bush,European Paintings,Painting,,Domenichino (Domenico Zampieri),Oil on copper,Sheep|Fire|Landscapes|Moses
False,616,Portrait of a Young Woman as a Vestal Virgin,European Paintings,Painting,,François Hubert Drouais,Oil on canvas,Portraits|Women|Flowers
False,616,"Madame de Saint-Morys (Eléonore Elisabeth Angélique de Beauterne, 1742–1824)",European Paintings,Painting,,Joseph Siffred Duplessis,Oil on canvas,Portraits|Women
False,614,Benjamin Franklin (1706–1790),European Paintings,Painting,,Joseph Siffred Duplessis,Oil on canvas,Benjamin Franklin|Men|Portraits
False,802,Cows Crossing a Ford,European Paintings,Painting,,Jules Dupré,Oil on canvas,Horse Riding|Cows|Dogs|Rivers|Landscapes
False,626,Salvator Mundi,European Paintings,Painting,,Albrecht Dürer,Oil on linden,Christ
True,603,Virgin and Child with Saint Anne,European Paintings,Painting,,Albrecht Dürer,Oil on linden,Madonna and Child|Saint Anne
False,617,"James Stuart (1612–1655), Duke of Richmond and Lennox",European Paintings,Painting,,Anthony van Dyck,Oil on canvas,Men|Portraits|Dogs
True,617,Lucas van Uffel (died 1637),European Paintings,Painting,,Anthony van Dyck,Oil on canvas,Musical Instruments|Men|Portraits|Globes
False,617,"Robert Rich (1587–1658), Second Earl of Warwick",European Paintings,Painting,,Anthony van Dyck,Oil on canvas,Men|Portraits
False,623,Study Head of an Old Man with a White Beard,European Paintings,Painting,,Anthony van Dyck,Oil on wood,Men|Portraits
False,621,Virgin and Child with Saint Catherine of Alexandria,European Paintings,Painting,,Anthony van Dyck,Oil on canvas,Madonna and Child|Saint Catherine
False,602,Virgin and Child in a Niche,European Paintings,Painting,,Netherlandish Painter,Oil on wood,Madonna and Child|Virgin Mary
False,810,Portrait of a Woman,European Paintings,Painting,,Henri Fantin-Latour,Oil on canvas,Portraits|Women
False,809,Self-Portrait,European Paintings,Painting,,Henri Fantin-Latour,"Oil on canvas, laid down on canvas",Men|Self-portraits
False,601,The Parable of the Mote and the Beam,European Paintings,Painting,,Domenico Fetti,Oil on wood,Men|Parables
False,627,Still Life,European Paintings,Painting,,Georg Flegel,Oil on wood,Lemons|Still Life|Birds|Bread|Pitchers
False,603,Madonna and Child,European Paintings,Painting,,Vincenzo Foppa,"Tempera, oil, and gold on wood",Madonna and Child
False,605,The Cascade,European Paintings,Painting,,Jean Honoré Fragonard,Oil on wood,Gardens|Waterfalls
False,605,Portrait of a Young Woman,European Paintings,Painting,,Jean Honoré Fragonard,Oil on canvas,Portraits|Women
False,605,Roman Interior,European Paintings,Painting,,Jean Honoré Fragonard,Oil on canvas,Interiors|Infants|Women|Dogs
False,605,The Love Letter,European Paintings,Painting,,Jean Honoré Fragonard,Oil on canvas,Women|Dogs
True,605,A Woman with a Dog,European Paintings,Painting,,Jean Honoré Fragonard,Oil on canvas,Portraits|Women|Dogs
False,605,A Shaded Avenue,European Paintings,Painting,,Jean Honoré Fragonard,Oil on wood,Gardens|Landscapes
False,605,The Stolen Kiss,European Paintings,Painting,,Jean Honoré Fragonard,Oil on canvas,Girls
False,606,Federico Gonzaga (1500–1540),European Paintings,Painting,,Francesco Francia,"Tempera on wood, transferred from wood to canvas and then again to wood",Boys|Portraits
False,606,Madonna and Child,European Paintings,Painting,,Francesco Francia,Oil on wood,Madonna and Child
False,804,Jerusalem from the Mount of Olives,European Paintings,Painting,,Charles-Théodore Frère,Oil on canvas,Tents|Men|Camels|Deserts|Orientalist
False,619,The Night-Hag Visiting Lapland Witches,European Paintings,Painting,,Henry Fuseli,Oil on canvas,Children|Female Nudes|Witches|Knives
False,605,A Partridge and Small Game Birds,European Paintings,Painting,,Jan Fyt,Oil on canvas,Birds|Still Life
False,615,Charles Rousseau Burney (1747–1819),European Paintings,Painting,,Thomas Gainsborough,Oil on canvas,Men|Portraits
False,615,A Boy with a Cat—Morning,European Paintings,Painting,,Thomas Gainsborough,Oil on canvas,Boys|Cats
False,615,Mrs. Grace Dalrymple Elliott (1754?–1823),European Paintings,Painting,,Thomas Gainsborough,Oil on canvas,Portraits|Women
False,825,Two Tahitian Women,European Paintings,Painting,,Paul Gauguin,Oil on canvas,Female Nudes
False,822,The Siesta,European Paintings,Painting,,Paul Gauguin,Oil on canvas,Women|Baskets|Irons
False,621,Esther before Ahasuerus,European Paintings,Painting,,Artemisia Gentileschi,Oil on canvas,Men|Women|Esther|Ahasuerus
False,801,Alfred Dedreux (1810–1860) as a Child,European Paintings,Painting,,Théodore Gericault,Oil on canvas,Boys|Portraits
False,802,Evening: Landscape with an Aqueduct,European Paintings,Painting,,Théodore Gericault,Oil on canvas,Rivers|Landscapes|Evening|Men|Aqueducts
False,804,"Cafe House, Cairo (Casting Bullets)",European Paintings,Painting,,Jean-Léon Gérôme,Oil on canvas,Musical Instruments|Soldiers|Men|Women|Orientalist
